Max_Value,Neuron_Index,Predicted_Label
0.0,0,7
0.0,0,9
0.0,0,1
0.0,0,8
0.0,0,1
0.0,0,8
0.0,0,0
0.0,0,3
0.0,0,0
0.0,0,1
0.0,0,9
0.0,0,9
0.0,0,4
0.0,0,1
0.0,0,8
0.0,0,2
0.0,0,1
0.0,0,2
0.0,0,9
0.0,0,7
0.0,0,5
0.0,0,9
0.0,0,2
0.0,0,6
0.0,0,4
0.0,0,1
0.0,0,5
0.0,0,8
0.0,0,2
0.0,0,9
0.0,0,2
0.0,0,0
0.0,0,4
0.0,0,0
0.0,0,0
0.0,0,2
0.0,0,8
0.0,0,4
0.0,0,7
0.0,0,1
0.0,0,2
0.0,0,4
0.0,0,0
0.0,0,2
0.0,0,7
0.0,0,4
0.0,0,3
0.0,0,3
0.0,0,0
0.0,0,0
0.0,0,3
0.0,0,1
0.0,0,9
0.0,0,6
0.0,0,5
0.0,0,2
0.0,0,5
0.0,0,9
0.0,0,7
0.0,0,9
0.0,0,3
0.0,0,0
0.0,0,4
0.0,0,2
0.0,0,0
0.0,0,7
0.0,0,1
0.0,0,1
0.0,0,2
0.0,0,1
0.0,0,5
0.0,0,3
0.0,0,3
0.0,0,9
0.0,0,7
0.0,0,8
0.0,0,6
0.0,0,3
0.0,0,6
0.0,0,1
0.0,0,3
0.0,0,8
0.0,0,1
0.0,0,0
0.0,0,5
0.0,0,1
0.0,0,3
0.0,0,1
0.0,0,5
0.0,0,5
0.0,0,6
0.0,0,1
0.0,0,8
0.0,0,5
0.0,0,1
0.0,0,7
0.0,0,9
0.0,0,4
0.0,0,6
0.0,0,2
0.0,0,2
0.0,0,5
0.0,0,0
0.0,0,6
0.0,0,5
0.0,0,6
0.0,0,3
0.0,0,7
0.0,0,2
0.0,0,0
0.0,0,8
0.0,0,8
0.0,0,5
0.0,0,4
0.0,0,1
0.0,0,1
0.0,0,4
0.0,0,0
0.0,0,7
0.0,0,3
0.0,0,7
0.0,0,6
0.0,0,1
0.0,0,6
0.0,0,2
0.0,0,1
0.0,0,9
0.0,0,2
0.0,0,8
0.0,0,6
0.0,0,1
0.0,0,9
0.0,0,5
0.0,0,2
0.0,0,5
0.0,0,4
0.0,0,4
0.0,0,2
0.0,0,8
0.0,0,3
0.0,0,8
0.0,0,2
0.0,0,4
0.0,0,5
0.0,0,0
0.0,0,3
0.0,0,1
0.0,0,7
0.0,0,7
0.0,0,5
0.0,0,7
0.0,0,9
0.0,0,7
0.0,0,1
0.0,0,9
0.0,0,2
0.0,0,1
0.0,0,4
0.0,0,2
0.0,0,9
0.0,0,2
0.0,0,0
0.0,0,4
0.0,0,9
0.0,0,1
0.0,0,4
0.0,0,8
0.0,0,1
0.0,0,8
0.0,0,4
0.0,0,5
0.0,0,9
0.0,0,8
0.0,0,8
0.0,0,3
0.0,0,7
0.0,0,6
0.0,0,0
0.0,0,0
0.0,0,3
0.0,0,0
0.0,0,2
0.0,0,0
0.0,0,6
0.0,0,9
0.0,0,3
0.0,0,3
0.0,0,3
0.0,0,3
0.0,0,2
0.0,0,3
0.0,0,9
0.0,0,1
0.0,0,2
0.0,0,6
0.0,0,8
0.0,0,0
0.0,0,5
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,3
0.0,0,8
0.0,0,8
0.0,0,2
0.0,0,7
0.0,0,5
0.0,0,8
0.0,0,9
0.0,0,6
0.0,0,1
0.0,0,8
0.0,0,4
0.0,0,1
0.0,0,2
0.0,0,5
0.0,0,9
0.015414183959364891,1,1
0.0,0,9
0.0,0,7
0.0,0,5
0.0,0,4
0.0,0,0
0.0,0,8
0.0,0,9
0.0,0,9
0.0,0,1
0.0,0,0
0.0,0,5
0.0,0,2
0.0,0,3
0.0,0,7
0.0,0,2
0.0,0,9
0.0,0,4
0.0,0,0
0.0,0,6
0.0,0,3
0.0,0,9
0.0,0,5
0.0,0,2
0.0,0,1
0.0,0,3
0.0,0,1
0.0,0,3
0.0,0,6
0.0,0,5
0.0,0,7
0.0,0,4
0.0,0,2
0.0,0,2
0.0,0,6
0.0,0,3
0.0,0,2
0.0,0,6
0.0,0,5
0.0,0,4
0.0,0,8
0.0,0,9
0.0,0,7
0.0,0,1
0.0,0,3
0.0,0,0
0.0,0,3
0.0,0,8
0.0,0,3
0.0,0,1
0.0,0,9
0.0,0,3
0.0,0,4
0.0,0,4
0.0,0,6
0.0,0,4
0.0,0,2
0.0,0,1
0.0,0,8
0.0,0,2
0.0,0,5
0.0,0,4
0.0,0,8
0.0,0,8
0.0,0,4
0.0,0,0
0.0,0,0
0.0,0,2
0.0,0,3
0.0,0,2
0.0,0,7
0.0,0,7
0.0,0,0
0.0,0,8
0.0,0,7
0.0,0,4
0.0,0,4
0.0,0,7
0.0,0,9
0.0,0,6
0.0,0,9
0.0,0,0
0.0,0,9
0.0,0,8
0.0,0,0
0.0,0,4
0.0,0,6
0.0,0,0
0.0,0,6
0.0,0,3
0.0,0,5
0.0,0,4
0.0,0,8
0.0,0,3
0.0,0,3
0.0,0,9
0.0,0,3
0.0,0,3
0.0,0,3
0.0,0,7
0.0,0,8
0.0,0,0
0.0,0,2
0.0,0,2
0.0,0,1
0.0,0,7
0.0,0,0
0.0,0,6
0.0,0,5
0.0,0,4
0.0,0,3
0.0,0,3
0.0,0,0
0.0,0,9
0.0,0,6
0.0,0,3
0.0,0,8
0.0,0,0
0.0,0,9
0.0,0,9
0.0,0,6
0.0,0,8
0.0,0,6
0.0,0,8
0.0,0,5
0.0,0,7
0.0,0,8
0.0,0,6
0.0,0,0
0.0,0,2
0.0,0,4
0.0,0,0
0.0,0,2
0.0,0,2
0.0,0,3
0.0,0,1
0.0,0,9
0.0,0,7
0.0,0,5
0.0,0,1
0.0,0,0
0.0,0,8
0.0,0,4
0.0,0,6
0.0,0,2
0.0,0,6
0.0,0,7
0.0,0,9
0.0,0,3
0.0,0,2
0.0,0,9
0.0,0,8
0.0,0,2
0.0,0,2
0.0,0,9
0.0,0,2
0.0,0,7
0.0,0,3
0.0,0,5
0.0,0,9
0.0,0,1
0.0,0,8
0.0,0,0
0.0,0,2
0.0,0,0
0.0,0,5
0.0,0,2
0.0,0,1
0.0,0,3
0.0,0,7
0.0,0,6
0.0,0,7
0.0,0,1
0.0,0,2
0.0,0,5
0.0,0,8
0.0,0,0
0.0,0,3
0.0,0,7
0.0,0,2
0.0,0,4
0.0,0,0
0.0,0,9
0.0,0,1
0.0,0,8
0.0,0,6
0.0,0,7
0.0,0,7
0.0,0,4
0.0,0,3
0.0,0,4
0.0,0,9
0.0,0,1
0.0,0,9
0.0,0,5
0.0,0,1
0.0,0,7
0.0,0,3
0.0,0,9
0.0,0,7
0.0,0,6
0.0,0,9
0.0,0,1
0.0,0,3
0.0,0,2
0.0,0,8
0.0,0,3
0.0,0,3
0.0,0,6
0.0,0,7
0.0,0,2
0.0,0,8
0.0,0,5
0.0,0,8
0.0,0,5
0.0,0,1
0.0,0,1
0.0,0,4
0.0,0,4
0.0,0,3
0.0,0,1
0.0,0,0
0.0,0,7
0.0,0,7
0.0,0,0
0.0,0,7
0.0,0,9
0.0,0,4
0.0,0,4
0.0,0,8
0.0,0,5
0.0,0,5
0.0,0,4
0.0,0,0
0.0,0,8
0.0,0,2
0.0,0,1
0.0,0,0
0.0,0,8
0.0,0,4
0.0,0,8
0.0,0,0
0.0,0,4
0.0,0,0
0.0,0,6
0.0,0,1
0.0,0,7
0.0,0,3
0.0,0,2
0.0,0,6
0.0,0,7
0.0,0,2
0.0,0,6
0.0,0,9
0.0,0,3
0.0,0,1
0.0,0,4
0.0,0,6
0.0,0,2
0.0,0,5
0.0,0,9
0.0,0,2
0.0,0,0
0.0,0,6
0.0,0,2
0.0,0,1
0.0,0,7
0.0,0,3
0.0,0,4
0.0,0,1
0.0,0,0
0.0,0,5
0.0,0,4
0.0,0,3
0.0,0,1
0.0,0,1
0.0,0,7
0.0,0,4
0.0,0,9
0.0,0,9
0.0,0,4
0.0,0,8
0.0,0,4
0.0,0,0
0.0,0,2
0.0,0,4
0.0,0,5
0.0,0,1
0.0,0,1
0.0,0,6
0.0,0,4
0.0,0,7
0.0,0,1
0.0,0,9
0.0,0,4
0.0,0,2
0.0,0,4
0.0,0,1
0.0,0,5
0.0,0,5
0.0,0,3
0.0,0,8
0.0,0,3
0.0,0,1
0.0,0,4
0.0,0,5
0.0,0,6
0.0,0,8
0.0,0,9
0.0,0,4
0.0,0,1
0.0,0,5
0.0,0,3
0.0,0,8
0.0,0,0
0.0,0,3
0.0,0,2
0.0,0,5
0.0,0,1
0.0,0,2
0.0,0,8
0.0,0,3
0.0,0,4
0.0,0,4
0.0,0,0
0.0,0,8
0.0,0,8
0.0,0,3
0.0,0,3
0.0,0,1
0.0,0,7
0.0,0,3
0.0,0,5
0.0,0,8
0.0,0,6
0.0,0,3
0.0,0,2
0.0,0,6
0.0,0,1
0.0,0,3
0.0,0,6
0.0,0,0
0.0,0,7
0.0,0,2
0.0,0,1
0.0,0,7
0.0,0,1
0.0,0,4
0.0,0,2
0.0,0,4
0.0,0,2
0.0,0,1
0.0,0,7
0.0,0,9
0.0,0,6
0.0,0,1
0.0,0,1
0.0,0,2
0.0,0,4
0.0,0,3
0.0,0,1
0.0,0,7
0.0,0,7
0.0,0,4
0.0,0,8
0.0,0,0
0.0,0,7
0.0,0,3
0.0,0,1
0.0,0,3
0.0,0,1
0.0,0,0
0.0,0,7
0.0,0,7
0.0,0,0
0.0,0,3
0.0,0,5
0.0,0,5
0.0,0,2
0.0,0,7
0.0,0,6
0.0,0,6
0.0,0,9
0.0,0,2
0.0,0,8
0.0,0,3
0.0,0,5
0.0,0,2
0.0,0,2
0.0,0,5
0.0,0,6
0.0,0,0
0.0,0,8
0.0,0,2
0.0,0,9
0.0,0,2
0.0,0,8
0.0,0,8
0.0,0,8
0.0,0,8
0.0,0,7
0.0,0,9
0.0,0,7
0.0,0,3
0.0,0,0
0.0,0,6
0.0,0,6
0.0,0,3
0.0,0,2
0.0,0,1
0.0,0,3
0.0,0,2
0.0,0,2
0.0,0,9
0.0,0,3
0.0,0,0
0.0,0,0
0.0,0,5
0.0,0,7
0.0,0,8
0.0,0,3
0.0,0,4
0.0,0,4
0.0,0,6
0.0,0,0
0.0,0,2
0.0,0,9
0.0,0,1
0.0,0,4
0.0,0,7
0.0,0,4
0.0,0,7
0.0,0,3
0.0,0,9
0.0,0,8
0.0,0,8
0.0,0,4
0.0,0,7
0.0,0,1
0.0,0,2
0.0,0,1
0.0,0,2
0.0,0,2
0.0,0,3
0.0,0,2
0.0,0,3
0.0,0,2
0.0,0,3
0.0,0,9
0.0,0,1
0.0,0,7
0.0,0,4
0.0,0,0
0.146027609705925,31,3
0.0,0,5
0.0,0,5
0.0,0,8
0.0,0,6
0.0,0,5
0.0,0,2
0.0,0,6
0.0,0,7
0.0,0,6
0.0,0,6
0.0,0,3
0.0,0,2
0.0,0,7
0.0,0,8
0.0,0,1
0.0,0,1
0.0,0,7
0.0,0,4
0.0,0,6
0.0,0,4
0.0,0,9
0.0,0,5
0.0,0,2
0.0,0,3
0.0,0,3
0.0,0,4
0.0,0,7
0.0,0,8
0.0,0,9
0.0,0,1
0.0,0,1
0.0,0,6
0.0,0,9
0.0,0,1
0.0,0,4
0.0,0,4
0.0,0,5
0.0,0,4
0.0,0,0
0.0,0,6
0.0,0,2
0.0,0,2
0.0,0,3
0.0,0,1
0.0,0,5
0.0,0,1
0.0,0,2
0.0,0,0
0.0,0,2
0.0,0,8
0.0,0,1
0.0,0,2
0.0,0,6
0.0,0,7
0.0,0,1
0.0,0,6
0.0,0,2
0.0,0,3
0.0,0,9
0.0,0,0
0.0,0,1
0.0,0,2
0.0,0,2
0.0,0,0
0.0,0,8
0.0,0,9
0.0,0,9
0.0,0,0
0.0,0,2
0.0,0,5
0.0,0,1
0.0,0,9
0.0,0,7
0.0,0,8
0.0,0,1
0.0,0,0
0.0,0,4
0.0,0,1
0.0,0,7
0.0,0,9
0.0,0,5
0.0,0,4
0.0,0,2
0.0,0,6
0.0,0,8
0.0,0,1
0.0,0,3
0.0,0,7
0.0,0,5
0.0,0,4
0.0,0,4
0.0,0,1
0.0,0,8
0.0,0,1
0.0,0,3
0.0,0,8
0.0,0,1
0.0,0,2
0.0,0,5
0.0,0,8
0.0,0,0
0.0,0,6
0.0,0,2
0.0,0,1
0.0,0,1
0.0,0,2
0.0,0,1
0.0,0,5
0.0,0,3
0.0,0,4
0.0,0,6
0.0,0,9
0.0,0,5
0.0,0,0
0.0,0,9
0.0,0,2
0.0,0,2
0.0,0,4
0.0,0,8
0.0,0,2
0.0,0,1
0.0,0,7
0.0,0,2
0.0,0,4
0.0,0,9
0.0,0,4
0.0,0,4
0.0,0,0
0.0,0,3
0.0,0,9
0.0,0,2
0.0,0,2
0.0,0,3
0.0,0,3
0.0,0,8
0.0,0,3
0.0,0,5
0.0,0,7
0.0,0,3
0.0,0,5
0.0,0,8
0.0,0,1
0.0,0,2
0.0,0,4
0.0,0,4
0.0,0,6
0.0,0,4
0.0,0,9
0.0,0,5
0.0,0,1
0.0,0,0
0.0,0,6
0.0,0,9
0.0,0,5
0.0,0,9
0.0,0,5
0.0,0,9
0.0,0,7
0.0,0,3
0.0,0,8
0.0,0,0
0.0,0,3
0.0,0,7
0.0,0,1
0.0,0,3
0.0,0,6
0.0,0,7
0.0,0,8
0.0,0,5
0.0,0,9
0.0,0,7
0.0,0,9
0.0,0,6
0.0,0,9
0.0,0,6
0.0,0,3
0.0,0,7
0.0,0,4
0.0,0,6
0.0,0,5
0.0,0,3
0.0,0,5
0.0,0,4
0.0,0,7
0.0,0,8
0.0,0,7
0.0,0,8
0.0,0,0
0.0,0,7
0.0,0,6
0.0,0,8
0.0,0,8
0.0,0,7
0.0,0,3
0.0,0,7
0.0,0,1
0.0,0,9
0.0,0,5
0.0,0,2
0.0,0,7
0.0,0,3
0.0,0,5
0.0,0,1
0.0,0,1
0.0,0,2
0.0,0,1
0.0,0,4
0.0,0,7
0.0,0,4
0.0,0,7
0.0,0,5
0.0,0,4
0.0,0,5
0.0,0,4
0.0,0,0
0.0,0,8
0.0,0,3
0.0,0,6
0.0,0,9
0.0,0,6
0.0,0,0
0.0,0,2
0.0,0,8
0.0,0,4
0.0,0,4
0.0,0,4
0.3252957761287689,5,4
0.0,0,6
0.0,0,6
0.0,0,4
0.0,0,7
0.0,0,9
0.0,0,3
0.0,0,4
0.0,0,5
0.0,0,5
0.0,0,8
0.0,0,7
0.0,0,3
0.0,0,7
0.0,0,2
0.0,0,7
0.0,0,0
0.0,0,2
0.0,0,4
0.0,0,1
0.0,0,1
0.0,0,6
0.0,0,8
0.0,0,9
0.0,0,2
0.0,0,8
0.0,0,7
0.0,0,2
0.0,0,0
0.0,0,1
0.0,0,5
0.0,0,0
0.0,0,9
0.0,0,1
0.0,0,8
0.0,0,0
0.0,0,6
0.0,0,0
0.0,0,8
0.0,0,6
0.0,0,8
0.0,0,1
0.0,0,8
0.0,0,0
0.0,0,3
0.0,0,3
0.0,0,7
0.0,0,2
0.0,0,3
0.0,0,6
0.0,0,2
0.0,0,1
0.0,0,6
0.0,0,1
0.0,0,1
0.0,0,3
0.0,0,7
0.0,0,9
0.0,0,0
0.0,0,8
0.0,0,0
0.0,0,5
0.0,0,4
0.221786767244339,22,0
0.0,0,2
0.0,0,8
0.0,0,2
0.0,0,2
0.0,0,9
0.0,0,8
0.0,0,4
0.0,0,0
0.0,0,4
0.0,0,5
0.0,0,8
0.0,0,5
0.0,0,1
0.0,0,2
0.0,0,1
0.0,0,3
0.0,0,1
0.0,0,7
0.0,0,4
0.0,0,5
0.0,0,7
0.0,0,2
0.0,0,0
0.0,0,5
0.0,0,8
0.0,0,8
0.0,0,6
0.0,0,2
0.0,0,5
0.0,0,4
0.0,0,1
0.0,0,9
0.0,0,2
0.0,0,1
0.0,0,5
0.0,0,8
0.0,0,1
0.0,0,0
0.0,0,2
0.0,0,4
0.0,0,4
0.0,0,3
0.0,0,6
0.0,0,8
0.0,0,8
0.0,0,2
0.0,0,4
0.0,0,0
0.0,0,5
0.0,0,0
0.0,0,4
0.0,0,4
0.0,0,7
0.0,0,9
0.0,0,3
0.0,0,4
0.0,0,1
0.0,0,5
0.0,0,9
0.0,0,7
0.0,0,3
0.0,0,5
0.0,0,8
0.0,0,8
0.0,0,0
0.0,0,9
0.0,0,3
0.0,0,3
0.0,0,6
0.0,0,6
0.0,0,0
0.0,0,1
0.0,0,6
0.0,0,0
0.0,0,3
0.0,0,5
0.0,0,4
0.0,0,4
0.0,0,1
0.0,0,2
0.0,0,9
0.0,0,1
0.0,0,4
0.0,0,6
0.0,0,9
0.0,0,9
0.0,0,3
0.0,0,9
0.0,0,8
0.0,0,4
0.0,0,4
0.0,0,3
0.0,0,1
0.0,0,3
0.0,0,1
0.0,0,3
0.0,0,8
0.0,0,7
0.0,0,9
0.0,0,4
0.0,0,8
0.0,0,8
0.0,0,7
0.0,0,9
0.0,0,7
0.0,0,1
0.0,0,4
0.0,0,5
0.0,0,6
0.0,0,0
0.0,0,5
0.0,0,2
0.0,0,2
0.0,0,2
0.0,0,1
0.0,0,5
0.0,0,5
0.0,0,2
0.0,0,4
0.0,0,9
0.0,0,6
0.0,0,2
0.0,0,7
0.0,0,7
0.0,0,2
0.0,0,2
0.0,0,1
0.0,0,1
0.0,0,2
0.0,0,8
0.0,0,3
0.0,0,7
0.0,0,2
0.0,0,4
0.0,0,1
0.0,0,7
0.0,0,1
0.0,0,7
0.0,0,6
0.0,0,7
0.0,0,8
0.0,0,2
0.0,0,7
0.0,0,3
0.0,0,1
0.0,0,7
0.0,0,5
0.0,0,8
0.0,0,2
0.0,0,6
0.0,0,2
0.0,0,2
0.0,0,5
0.0,0,6
0.0,0,5
0.0,0,0
0.0,0,9
0.0,0,2
0.0,0,4
0.0,0,3
0.0,0,3
0.0,0,9
0.0,0,7
0.0,0,6
0.4433383345603943,6,6
0.0,0,8
0.0,0,0
0.0,0,4
0.0,0,1
0.0,0,3
0.0,0,8
0.0,0,3
0.0,0,9
0.0,0,1
0.0,0,8
0.0,0,0
0.0,0,6
0.0,0,7
0.0,0,2
0.0,0,1
0.0,0,0
0.0,0,5
0.0,0,5
0.0,0,2
0.0,0,0
0.0,0,2
0.0,0,2
0.0,0,0
0.0,0,2
0.0,0,4
0.0,0,9
0.0,0,8
0.0,0,0
0.0,0,9
0.0,0,9
0.0,0,4
0.0,0,6
0.0,0,5
0.0,0,4
0.0,0,9
0.0,0,1
0.0,0,8
0.0,0,3
0.0,0,4
0.0,0,9
0.0,0,9
0.0,0,1
0.0,0,2
0.0,0,2
0.0,0,8
0.0,0,1
0.0,0,9
0.0,0,6
0.0,0,4
0.0,0,0
0.0,0,9
0.0,0,4
0.0,0,8
0.0,0,3
0.0,0,8
0.0,0,7
0.0,0,0
0.0,0,2
0.0,0,5
0.0,0,1
0.0,0,9
0.0,0,6
0.0,0,2
0.0,0,9
0.0,0,4
0.0,0,0
0.0,0,9
0.0,0,6
0.0,0,0
0.0,0,6
0.0,0,2
0.0,0,5
0.0,0,4
0.0,0,2
0.0,0,3
0.0,0,8
0.0,0,4
0.0,0,5
0.0,0,5
0.0,0,0
0.0,0,3
0.0,0,8
0.0,0,5
0.0,0,3
0.0,0,5
0.0,0,8
0.0,0,6
0.0,0,5
0.0,0,7
0.0,0,6
0.0,0,3
0.0,0,3
0.0,0,9
0.0,0,6
0.0,0,1
0.0,0,1
0.0,0,2
0.0,0,9
0.0,0,0
0.0,0,4
0.0,0,3
0.0,0,3
0.0,0,6
0.0,0,9
0.0,0,5
0.0,0,0
0.0,0,3
0.0,0,7
0.0,0,7
0.0,0,7
0.0,0,8
0.0,0,7
0.0,0,9
0.0,0,8
0.0,0,3
0.0,0,0
0.0,0,7
0.0,0,2
0.0,0,7
0.0,0,9
0.0,0,4
0.0,0,5
0.0,0,4
0.0,0,9
0.0,0,3
0.0,0,2
0.0,0,1
0.0,0,4
0.0,0,0
0.0,0,2
0.0,0,3
0.0,0,7
0.0,0,5
0.0,0,9
0.0,0,8
0.0,0,8
0.0,0,5
0.0,0,0
0.0,0,1
0.0,0,1
0.0,0,4
0.0,0,7
0.0,0,3
0.0,0,9
0.0,0,0
0.0,0,0
0.0,0,0
0.0,0,6
0.0,0,6
0.0,0,2
0.0,0,3
0.0,0,7
0.0,0,8
0.0,0,4
0.0,0,7
0.0,0,7
0.0,0,9
0.0,0,2
0.0,0,4
0.0,0,1
0.0,0,6
0.0,0,5
0.0,0,2
0.0,0,4
0.0,0,3
0.0,0,8
0.0,0,1
0.0,0,8
0.0,0,4
0.0,0,0
0.0,0,9
0.16457495093345642,3,8
0.0,0,4
0.0,0,8
0.0,0,7
0.0,0,7
0.0,0,0
0.0,0,7
0.0,0,8
0.0,0,8
0.0,0,6
0.0,0,0
0.0,0,4
0.0,0,8
0.0,0,8
0.0,0,2
0.0,0,4
0.0,0,7
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,4
0.0,0,7
0.0,0,1
0.0,0,8
0.0,0,8
0.0,0,2
0.0,0,3
0.0,0,6
0.0,0,3
0.0,0,0
0.0,0,0
0.0,0,3
0.0,0,7
0.0,0,6
0.0,0,9
0.0,0,7
0.0,0,9
0.0,0,9
0.0,0,5
0.0,0,4
0.0,0,3
0.0,0,3
0.0,0,6
0.0,0,1
0.0,0,2
0.0,0,3
0.0,0,7
0.0,0,3
0.0,0,3
0.0,0,6
0.0,0,0
0.0,0,3
0.0,0,3
0.0,0,8
0.0,0,4
0.0,0,3
0.0,0,6
0.0,0,3
0.0,0,5
0.0,0,0
0.0,0,2
0.0,0,0
0.0,0,9
0.0,0,0
0.0,0,7
0.0,0,4
0.0,0,6
0.0,0,9
0.0,0,3
0.0,0,5
0.0,0,1
0.0,0,9
0.0,0,6
0.0,0,1
0.0,0,4
0.0,0,5
0.0,0,4
0.0,0,5
0.0,0,0
0.0,0,5
0.0,0,9
0.0,0,5
0.0,0,2
0.22867125272750854,6,1
0.0,0,2
0.0,0,9
0.0,0,1
0.0,0,9
0.0,0,9
0.0,0,4
0.0,0,0
0.0,0,8
0.0,0,4
0.0,0,5
0.0,0,2
0.0,0,9
0.0,0,2
0.0,0,1
0.0,0,2
0.0,0,1
0.0,0,7
0.0,0,3
0.0,0,6
0.0,0,8
0.0,0,8
0.0,0,4
0.0,0,9
0.0,0,1
0.0,0,9
0.0,0,8
0.0,0,5
0.0,0,7
0.0,0,5
0.0,0,1
0.0,0,1
0.0,0,8
0.0,0,6
0.0,0,5
0.0,0,0
0.0,0,4
0.0,0,4
0.0,0,7
0.0,0,2
0.0,0,3
0.0,0,5
0.0,0,6
0.0,0,8
0.0,0,8
0.0,0,6
0.0,0,2
0.0,0,3
0.0,0,1
0.0,0,0
0.0,0,5
0.0,0,8
0.0,0,9
0.0,0,2
0.0,0,9
0.0,0,6
0.0,0,7
0.0,0,0
0.0,0,4
0.0,0,8
0.0,0,7
0.0,0,1
0.0,0,7
0.0,0,4
0.0,0,1
0.0,0,0
0.0,0,3
0.0,0,7
0.0,0,2
0.0,0,0
0.0,0,0
0.0,0,9
0.0,0,1
0.0,0,7
0.0,0,8
0.0,0,7
0.0,0,8
0.0,0,4
0.0,0,7
0.0,0,2
0.0,0,0
0.0,0,4
0.0,0,6
0.0,0,0
0.0,0,3
0.0,0,1
0.0,0,1
0.0,0,3
0.0,0,3
0.0,0,9
0.0,0,6
0.0,0,7
0.0,0,4
0.0,0,1
0.0,0,8
0.0,0,3
